Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
manor-houghton-engineered-wood-flooring-18mm-x-125mm-natural-brushed-oiled-oak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/manor_houghton_18mm_natural_brushed_oiled_oak_engineered_flooring_5.jpg?v=1779041606,2,Manor Houghton Engineered Wood Flooring 18mm x 125mm Natural Brushed Oiled Oak,,,,,,,,
manor-bramell-engineered-wood-flooring-18mm-x-125mm-nude-brushed-matt-lacquer,Manor Bramell Engineered Wood Flooring 18mm x 125mm Nude Brushed Matt Lacquer,<h2>Manor Bramell Engineered Wood Flooring 18mm x 125mm Nude Brushed Matt Lacquer</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,true,Title,Default Title,,,,,,,,74078BRA,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/manor_bramell_18mm_nude_brushed_matt_lacquer_engineered_6_1.jpg?v=1779041605,1,Manor Bramell Engineered Wood Flooring 18mm x 125mm Nude Brushed Matt Lacquer,false,Manor Bramell Engineered Wood Flooring 18mm x 125mm Nude Brushed Matt Lacquer,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.,,kg,,,active
abbey-logum-engineered-wood-flooring-14mm-x-190mm-smoke-grey-brushed-uv-oiled,Abbey Logum Engineered Wood Flooring 14mm x 190mm Smoke Grey Brushed Uv Oiled,<h2>Abbey Logum Engineered Wood Flooring 14mm x 190mm Smoke Grey Brushed Uv Oiled</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,true,Title,Default Title,,,,,,,,73990LOG,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/abbey_logum_14mm_smoke_grey_brushed_uv_oiled_engineered_16.jpg?v=1779041604,1,Abbey Logum Engineered Wood Flooring 14mm x 190mm Smoke Grey Brushed Uv Oiled,false,Abbey Logum Engineered Wood Flooring 14mm x 190mm Smoke Grey Brushed Uv Oiled,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.,,kg,,,active
abbey-logum-engineered-wood-flooring-14mm-x-190mm-smoke-grey-brushed-uv-oiled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/abbey_logum_14mm_smoke_grey_brushed_uv_oiled_engineered_13.jpg?v=1779041604,2,Abbey Logum Engineered Wood Flooring 14mm x 190mm Smoke Grey Brushed Uv Oiled,,,,,,,,
manor-corsham-engineered-wood-flooring-18mm-x-190mm-golden-brushed-oiled,Manor Corsham Engineered Wood Flooring 18mm x 190mm Golden Brushed Oiled,<h2>Manor Corsham Engineered Wood Flooring 18mm x 190mm Golden Brushed Oiled</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,true,Title,Default Title,,,,,,,,74082COR,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/manor_corsham_18mm_golden_brushed_oiled_engineered_16.jpg?v=1779041604,1,Manor Corsham Engineered Wood Flooring 18mm x 190mm Golden Brushed Oiled,false,Manor Corsham Engineered Wood Flooring 18mm x 190mm Golden Brushed Oiled,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.,,kg,,,active
manor-corsham-engineered-wood-flooring-18mm-x-190mm-golden-brushed-oiled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/manor_corsham_18mm_golden_brushed_oiled_engineered_15.jpg?v=1779041603,2,Manor Corsham Engineered Wood Flooring 18mm x 190mm Golden Brushed Oiled,,,,,,,,
abbey-tautra-engineered-wood-flooring-14mm-x-190mm-light-golden-brushed-uv-oiled,Abbey Tautra Engineered Wood Flooring 14mm x 190mm Light Golden Brushed Uv Oiled,<h2>Abbey Tautra Engineered Wood Flooring 14mm x 190mm Light Golden Brushed Uv Oiled</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,true,Title,Default Title,,,,,,,,73991TAU,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/abbey_standen_golden_oak_14mm_brushed_matt_lacquered_engineered_13_1.jpg?v=1779041602,1,Abbey Tautra Engineered Wood Flooring 14mm x 190mm Light Golden Brushed Uv Oiled,false,Abbey Tautra Engineered Wood Flooring 14mm x 190mm Light Golden Brushed Uv Oiled,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.,,kg,,,active
abbey-tautra-engineered-wood-flooring-14mm-x-190mm-light-golden-brushed-uv-oiled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/abbey_standen_golden_oak_14mm_brushed_matt_lacquered_engineered_14_1.jpg?v=1779041603,2,Abbey Tautra Engineered Wood Flooring 14mm x 190mm Light Golden Brushed Uv Oiled,,,,,,,,
herringbone-parquet-18mm-classic-oak-brushed-oiled-engineered,Herringbone Parquet 18mm Classic Oak Brushed Oiled Engineered,<h2>Herringbone Parquet 18mm Classic Oak Brushed Oiled Engineered</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,true,Title,Default Title,,,,,,,,H74075BO7,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/h74075bo7_8.jpg?v=1779041601,1,Herringbone Parquet 18mm Classic Oak Brushed Oiled Engineered,false,Herringbone Parquet 18mm Classic Oak Brushed Oiled Engineered,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.,,kg,,,active
herringbone-parquet-18mm-classic-oak-brushed-oiled-engineered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/h74075bo7_1.jpg?v=1779041602,2,Herringbone Parquet 18mm Classic Oak Brushed Oiled Engineered,,,,,,,,
herringbone-parquet-engineered-wood-flooring-10mm-smoked-white-oak-brushed-matt-lacquer,Herringbone Parquet Engineered Wood Flooring 10mm Smoked White Oak Brushed Matt Lacquer,<h2>Herringbone Parquet Engineered Wood Flooring 10mm Smoked White Oak Brushed Matt Lacquer</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,true,Title,Default Title,,,,,,,,74009SWO,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ff-74009swo-8.jpg?v=1779041601,1,Herringbone Parquet Engineered Wood Flooring 10mm Smoked White Oak Brushed Matt Lacquer,false,Herringbone Parquet Engineered Wood Flooring 10mm Smoked White Oak Brushed Matt Lacquer,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.,,kg,,,active
herringbone-parquet-engineered-wood-flooring-10mm-smoked-white-oak-brushed-matt-lacquer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ff-74009swo-17.jpg?v=1779041601,2,Herringbone Parquet Engineered Wood Flooring 10mm Smoked White Oak Brushed Matt Lacquer,,,,,,,,
abbey-mepkin-engineered-wood-flooring-14mm-x-190mm-linen-oak-brushed-matt-lacquer,Abbey Mepkin Engineered Wood Flooring 14mm x 190mm Linen Oak Brushed Matt Lacquer,<h2>Abbey Mepkin Engineered Wood Flooring 14mm x 190mm Linen Oak Brushed Matt Lacquer</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,true,Title,Default Title,,,,,,,,73992MEP,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/abbey_mepkin_14mm_linen_oak_brushed_matt_lacquer_engineered_10.jpg?v=1779041599,1,Abbey Mepkin Engineered Wood Flooring 14mm x 190mm Linen Oak Brushed Matt Lacquer,false,Abbey Mepkin Engineered Wood Flooring 14mm x 190mm Linen Oak Brushed Matt Lacquer,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.,,kg,,,active
abbey-mepkin-engineered-wood-flooring-14mm-x-190mm-linen-oak-brushed-matt-lacquer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/abbey_mepkin_14mm_linen_oak_brushed_matt_lacquer_engineered_12.jpg?v=1779041600,2,Abbey Mepkin Engineered Wood Flooring 14mm x 190mm Linen Oak Brushed Matt Lacquer,,,,,,,,
herringbone-parquet-engineered-wood-flooring-18mm-warm-harvest-brushed-oiled,Herringbone Parquet Engineered Wood Flooring 18mm Warm Harvest Brushed Oiled,<h2>Herringbone Parquet Engineered Wood Flooring 18mm Warm Harvest Brushed Oiled</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,true,Title,Default Title,,,,,,,,74099HBO,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/herringbone_parquet_18mm_warm_harvest_brushed_oiled_engineered_6.jpg?v=1779041598,1,Herringbone Parquet Engineered Wood Flooring 18mm Warm Harvest Brushed Oiled,false,Herringbone Parquet Engineered Wood Flooring 18mm Warm Harvest Brushed Oiled,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.,,kg,,,active
herringbone-parquet-engineered-wood-flooring-18mm-warm-harvest-brushed-oiled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/herringbone_parquet_18mm_warm_harvest_brushed_oiled_engineered_5.jpg?v=1779041598,2,Herringbone Parquet Engineered Wood Flooring 18mm Warm Harvest Brushed Oiled,,,,,,,,
herringbone-parquet-engineered-wood-flooring-14mm-genuine-smoke-grey-oak-brushed-oiled,Herringbone Parquet Engineered Wood Flooring 14mm Genuine Smoke Grey Oak Brushed Oiled,<h2>Herringbone Parquet Engineered Wood Flooring 14mm Genuine Smoke Grey Oak Brushed Oiled</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,true,Title,Default Title,,,,,,,,74164GSG,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/74164gsg-10.jpg?v=1779041598,1,Herringbone Parquet Engineered Wood Flooring 14mm Genuine Smoke Grey Oak Brushed Oiled,false,Herringbone Parquet Engineered Wood Flooring 14mm Genuine Smoke Grey Oak Brushed Oiled,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.,,kg,,,active
herringbone-parquet-engineered-wood-flooring-14mm-genuine-smoke-grey-oak-brushed-oiled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/74164gsg-4.jpg?v=1779041597,2,Herringbone Parquet Engineered Wood Flooring 14mm Genuine Smoke Grey Oak Brushed Oiled,,,,,,,,
herringbone-parquet-engineered-wood-flooring-18mm-deep-brushed-white-oiled,Herringbone Parquet Engineered Wood Flooring 18mm Deep Brushed White Oiled,<h2>Herringbone Parquet Engineered Wood Flooring 18mm Deep Brushed White Oiled</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,true,Title,Default Title,,,,,,,,74097DBW,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/herringbone_parquet_18mm_deep_brushed_white_oil_engineered_6.jpg?v=1779041596,1,Herringbone Parquet Engineered Wood Flooring 18mm Deep Brushed White Oiled,false,Herringbone Parquet Engineered Wood Flooring 18mm Deep Brushed White Oiled,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.,,kg,,,active
herringbone-parquet-engineered-wood-flooring-18mm-deep-brushed-white-oiled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/herringbone_parquet_18mm_deep_brushed_white_oil_engineered_5.jpg?v=1779041596,2,Herringbone Parquet Engineered Wood Flooring 18mm Deep Brushed White Oiled,,,,,,,,
abbey-sawtry-engineered-wood-flooring-14mm-x-125mm-oak-brushed-matt-lacquer,Abbey Sawtry Engineered Wood Flooring 14mm x 125mm Oak Brushed Matt Lacquer,<h2>Abbey Sawtry Engineered Wood Flooring 14mm x 125mm Oak Brushed Matt Lacquer</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,true,Title,Default Title,,,,,,,,E33291SAW8,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/abbey_sawtry_14mm_oak_brushed_matt_lacquer_engineered_wood_flooring_10_1.jpg?v=1779041595,1,Abbey Sawtry Engineered Wood Flooring 14mm x 125mm Oak Brushed Matt Lacquer,false,Abbey Sawtry Engineered Wood Flooring 14mm x 125mm Oak Brushed Matt Lacquer,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.,,kg,,,active
abbey-sawtry-engineered-wood-flooring-14mm-x-125mm-oak-brushed-matt-lacquer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/abbey_sawtry_14mm_oak_brushed_matt_lacquer_engineered_wood_flooring_11_1.jpg?v=1779041595,2,Abbey Sawtry Engineered Wood Flooring 14mm x 125mm Oak Brushed Matt Lacquer,,,,,,,,
abbey-standen-oak-golden-engineered-flooring-14mm-x-165mm-brushed-matt-lacquered,Abbey Standen Oak Golden Engineered Flooring 14mm x 165mm Brushed Matt Lacquered,<h2>Abbey Standen Oak Golden Engineered Flooring 14mm x 165mm Brushed Matt Lacquered</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,true,Title,Default Title,,,,,,,,74102STA,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/abbey_standen_golden_oak_14mm_brushed_matt_lacquered_engineered_15_1_1.jpg?v=1779041594,1,Abbey Standen Oak Golden Engineered Flooring 14mm x 165mm Brushed Matt Lacquered,false,Abbey Standen Oak Golden Engineered Flooring 14mm x 165mm Brushed Matt Lacquered,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.,,kg,,,active
abbey-standen-oak-golden-engineered-flooring-14mm-x-165mm-brushed-matt-lacquered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/abbey_standen_golden_oak_14mm_brushed_matt_lacquered_engineered_13_1_1.jpg?v=1779041594,2,Abbey Standen Oak Golden Engineered Flooring 14mm x 165mm Brushed Matt Lacquered,,,,,,,,
herringbone-parquet-18mm-natural-blackline-brushed-matt-lacquered-engineered-flooring,Herringbone Parquet 18mm Natural Blackline Brushed Matt Lacquered Engineered Flooring,<h2>Herringbone Parquet 18mm Natural Blackline Brushed Matt Lacquered Engineered Flooring</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,true,Title,Default Title,,,,,,,,74096NBB,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/herringbone_parquet_18mm_natural_blackline_brushed_matt_lacquered_engineered_flooring_10.jpg?v=1779041593,1,Herringbone Parquet 18mm Natural Blackline Brushed Matt Lacquered Engineered Flooring,false,Herringbone Parquet 18mm Natural Blackline Brushed Matt Lacquered Engineered Flooring,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.,,kg,,,active
herringbone-parquet-18mm-natural-blackline-brushed-matt-lacquered-engineered-flooring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/herringbone_parquet_18mm_natural_blackline_brushed_matt_lacquered_engineered_flooring_11.jpg?v=1779041593,2,Herringbone Parquet 18mm Natural Blackline Brushed Matt Lacquered Engineered Flooring,,,,,,,,
loire-engineered-wood-flooring-15mm-x-190mm-clear-oak-distressed-wax-oil,Loire Engineered Wood Flooring 15mm x 190mm Clear Oak Distressed Wax Oil,<h2>Loire Engineered Wood Flooring 15mm x 190mm Clear Oak Distressed Wax Oil</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,true,Title,Default Title,,,,,,,,74092CLO,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/clear_6.jpg?v=1779041592,1,Loire Engineered Wood Flooring 15mm x 190mm Clear Oak Distressed Wax Oil,false,Loire Engineered Wood Flooring 15mm x 190mm Clear Oak Distressed Wax Oil,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.,,kg,,,active
loire-engineered-wood-flooring-15mm-x-190mm-clear-oak-distressed-wax-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/clear_8.jpg?v=1779041592,2,Loire Engineered Wood Flooring 15mm x 190mm Clear Oak Distressed Wax Oil,,,,,,,,
manor-kelham-engineered-wood-flooring-18mm-x-190mm-limed-white-brushed-matt-lacquered,Manor Kelham Engineered Wood Flooring 18mm x 190mm Limed White Brushed Matt Lacquered,<h2>Manor Kelham Engineered Wood Flooring 18mm x 190mm Limed White Brushed Matt Lacquered</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,true,Title,Default Title,,,,,,,,74085KEL,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/manor_kelham_18mm_limed_white_brushed_matt_lacquered_engineered_16.jpg?v=1779041590,1,Manor Kelham Engineered Wood Flooring 18mm x 190mm Limed White Brushed Matt Lacquered,false,Manor Kelham Engineered Wood Flooring 18mm x 190mm Limed White Brushed Matt Lacquered,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.,,kg,,,active
manor-kelham-engineered-wood-flooring-18mm-x-190mm-limed-white-brushed-matt-lacquered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/manor_kelham_18mm_limed_white_brushed_matt_lacquered_engineered_13.jpg?v=1779041591,2,Manor Kelham Engineered Wood Flooring 18mm x 190mm Limed White Brushed Matt Lacquered,,,,,,,,
herringbone-parquet-engineered-wood-flooring-18mm-natural-brushed-matt-lacquer,Herringbone Parquet Engineered Wood Flooring 18mm Natural Brushed Matt Lacquer,<h2>Herringbone Parquet Engineered Wood Flooring 18mm Natural Brushed Matt Lacquer</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,true,Title,Default Title,,,,,,,,74094BML,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/74113hb_1.jpg?v=1779041590,1,Herringbone Parquet Engineered Wood Flooring 18mm Natural Brushed Matt Lacquer,false,Herringbone Parquet Engineered Wood Flooring 18mm Natural Brushed Matt Lacquer,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.,,kg,,,active
herringbone-parquet-engineered-wood-flooring-18mm-natural-brushed-matt-lacquer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/74113hb_8.jpg?v=1779041590,2,Herringbone Parquet Engineered Wood Flooring 18mm Natural Brushed Matt Lacquer,,,,,,,,
abbey-claro-engineered-wood-flooring-white-wash-oak-10mm-x-125mm-brushed-matt-lacquer,Abbey Claro Engineered Wood Flooring White Wash Oak 10mm x 125mm Brushed Matt Lacquer,<h2>Abbey Claro Engineered Wood Flooring White Wash Oak 10mm x 125mm Brushed Matt Lacquer</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,true,Title,Default Title,,,,,,,,E73884CLA,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/abbey_claro_white_wash_oak_10mm_brushed_matt_lacquer_engineereed_floor_1.jpg?v=1779041589,1,Abbey Claro Engineered Wood Flooring White Wash Oak 10mm x 125mm Brushed Matt Lacquer,false,Abbey Claro Engineered Wood Flooring White Wash Oak 10mm x 125mm Brushed Matt Lacquer,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.,,kg,,,active
abbey-claro-engineered-wood-flooring-white-wash-oak-10mm-x-125mm-brushed-matt-lacquer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/abbey_claro_white_wash_oak_10mm_brushed_matt_lacquer_engineereed_floor_6.jpg?v=1779041589,2,Abbey Claro Engineered Wood Flooring White Wash Oak 10mm x 125mm Brushed Matt Lacquer,,,,,,,,
herringbone-parquet-engineered-wood-flooring-18mm-natural-oak-brushed-oiled,Herringbone Parquet Engineered Wood Flooring 18mm Natural Oak Brushed Oiled,<h2>Herringbone Parquet Engineered Wood Flooring 18mm Natural Oak Brushed Oiled</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,true,Title,Default Title,,,,,,,,E33204BAO7,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/herringbone_parquet_18mm_natural_oak_brushed_oiled_engineered_51.jpg?v=1779041588,1,Herringbone Parquet Engineered Wood Flooring 18mm Natural Oak Brushed Oiled,false,Herringbone Parquet Engineered Wood Flooring 18mm Natural Oak Brushed Oiled,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room in your home.,,kg,,,active
herringbone-parquet-engineered-wood-flooring-18mm-natural-oak-brushed-oiled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/herringbone_parquet_18mm_natural_oak_brushed_oiled_engineered_53.jpg?v=1779041588,2,Herringbone Parquet Engineered Wood Flooring 18mm Natural Oak Brushed Oiled,,,,,,,,
